token	freq	docs
contraint	26	67387,68882,69182,69534,69812,70163,70420,70421,70747,71362,71614,71618,72394,72399,72630,73185,74167,75067
inaugur	26	68277,68278,68385,68393,68639,68884,69178,69535,69817,70420,70751,70914,70921,71619,73433,73875,74746,74751,76514,76516
tabl	26	69186,69815,70751,70752,70921,71360,71845,72400,72935,72937,73438,73686,73882,74172,74449,74456,75462,75466,75793,75797,76510,76515,76516
pens	26	67389,67795,67798,68283,68882,69177,69821,70161,71842,72394,72396,72401,72932,72939,72940,73684,73877,73879,74167,74455,74744,75459,76213
km	26	67939,67941,67942,68389,68640,68883,69179,70170,71836,73683,74450,75789,76510
obtenu	26	67390,67554,67558,67799,67802,68274,69537,70916,70917,71836,71838,72394,72397,73189,73683,73684,74168,74750,75065,75459,75460,76206,76210
min	26	68638,68639,70161,70165,71614,73182,73430,73684,74167,74175,74450,75464
rend	26	67385,67388,67795,67941,68279,68385,68389,68885,70161,71621,72630,73436,73684,75066,75458,75788,75794,76209
aucun	26	67795,67801,68389,68643,68883,69177,70915,71618,71835,72113,72115,72117,72932,72933,72935,73189,73434,73684,73876,74168,74449,75066,75463,75794
bénéfici	26	67554,67939,67944,68273,68275,68280,68385,68643,69540,69812,69814,70420,70748,70923,71837,72394,73433,73685,73879,74450,74746,75461,75465,76207,76209,76508
textil	26	70166,70751,70921,71361,73685,73687
fourn	26	67796,67939,68275,68391,68640,68886,69178,69811,69816,70162,70424,71362,71618,71836,72118,72932,73683,74749,76208
réalit	26	68392,70162,70421,70749,72631,73182,73185,73683,74167,74168,74746,75064
médecin	26	67068,67937,67940,68387,68881,69815,70745,71616,72113,72401,73187,73431,73691,73879,74173,74455,75458,75790,76509
initial	26	67558,67939,68387,68388,68883,68885,69177,69815,70161,70426,70922,71842,72113,72392,72636,73187,73437,73687,73876,74167,74751,75461
difficult	26	67386,67938,67939,68643,68882,70420,70421,71614,72934,73683,74167,74450,74747,75069,76508,76509
concentr	26	67383,67941,68281,68388,68645,69533,69811,70425,70916,70920,71359,71361,71837,71838,72397,72633,72634,73183,74450,75792
réput	26	67068,67383,67795,67937,67938,68276,68387,68638,68881,70161,70422,70743,70919,71358,72932,73683,73877,73878,74450,75462,76211
origin	26	67068,67388,67555,67558,67794,67937,67938,68638,68885,69177,69534,69539,70163,70423,71614,72116,72933,73186,73431,74744,75067,75069,75795,76213,76514
final	26	67388,68645,68882,68883,68886,69177,69814,70162,70166,70428,72116,72393,72630,72634,72637,73683,74167,74168,74449,75795,76206,76210
continu	26	67388,67553,68882,68883,69178,69811,70420,71617,71835,71842,72114,72118,72631,72637,73437,73687,73688,74170,74751,75067,75789,76208,76511
quas	26	67942,68643,68881,69537,69821,71357,71359,71362,72113,72117,72629,72631,72636,72932,72933,72939,73432,73684,73685,73877,74167,75065
émiss	26	67942,68278,69533,69539,69814,71615,71617,72632,72933,72934,74745,75070
sembl	26	67388,67555,68383,68389,68638,68881,69814,69816,69821,70161,70421,70424,70744,70745,72631,72635,72932,73430,73685,73876,75069,75070,75792,75793
modifi	26	67388,67556,67800,68887,69183,69184,69539,69811,70162,70167,70425,70745,70917,72116,72632,72933,73182,73430,75459,75463,75790,76213
montpelli	26	67383,67387,67392,67800,68275,68887,69182,69537,69817,71614,72121,72938,73184,73430,73684,74453,75464
histoir	26	67071,67795,68276,69821,70161,70422,70753,70914,71835,72396,72630,72631,72634,73182,73432,73683,73875,74745,75788,76507
vert	25	67068,67071,68278,68889,69535,69814,70424,72115,72121,75067,75458
décen	25	67071,67798,68383,68387,68389,68645,68881,69533,69537,70424,70429,71363,71614,71621,71835,72633,72635,72932,73183,73434,73877,74167,76209
diminu	25	67554,67555,67556,67558,67794,67798,67799,67800,67939,68387,68388,69533,69540,69814,71617,72114,72933,72934,73183,73184,73688,75792,76511
thierry	25	67553,68638,68888,70426,70918,73182,73876,74167,74752,75790
tour	25	67937,68384,69815,70916,71360,71362,72119,72397,72933,72935,72938,73185,73683,73686,74168,74746,75461,75793,76507,76510
laiti	25	67388,68273,68885,72394,72634
gestion	25	67945,68275,68383,68643,68884,69178,69535,69537,70162,70164,70170,71621,72392,72637,72939,73434,73683,76507
40	25	67389,67391,67556,67794,69815,71361,71362,72114,72115,72393,72396,72633,72933,73182,73430,73688,73875,75066,75069,75071,75790,76207,76515
intens	25	67944,68391,68887,68888,70914,70916,72934,73188,73435,73436,74452,74744,75067,76213
me	25	67383,68276,68387,69812,69821,70161,71835,72115,72394,72932,73185,73430,73684,74457
franche-comt	25	67388,67795,68279,68885,69817,70166,70745,71842,72116,72396,73184,74172,74455,74749
physicien	25	67068,67937,67943,68391,68638,68645,68881,69540,70745,72397,72932,72934,72940,74168,74451
avril	25	67068,67383,67555,68640,68889,69186,69543,70165,70167,72393,72399,72934,72936,73188,73189,75459,75462,75794,76208,76209,76509,76511
assist	25	67941,68277,68885,69185,70165,70917,71614,71617,71841,72396,72398,72629,72633,73183,73190,74168,74746,75063,75066,75790,76508
canc	25	68881,70918,70919,72631,72935,73184,73691,74454,74455,75065,75459
thal	25	67940,70162,70421,71835,71836,71839,72934,75788,75789
capital	25	67390,67794,70161,70746,70914,71360,71361,71614,72113,72392,72629,72631,73432,73434,73683,73686,73875,73879,74167,74168,74451,74752,75460,76510
renouvel	25	68884,69535,69538,69818,70420,70423,70743,71363,71617,72121,72398,72940,73185,73190,73684,73881,75464,76206,76514
médic	25	67390,68646,69815,70914,71360,72115,72116,72938,73184,73187,73878,74453,75065,75458
cibl	25	67390,67555,69181,69182,70165,70914,71357,71616,71840,72115,72631,72935,73878,73879,73880,73884,74167,74173,75065,75069,75459,76209,76508
exceptionnel	25	67383,68276,69177,69182,69543,70161,70162,70163,70164,70420,70421,70743,70748,70914,71836,71837,72932,73877,73878,76513
savoir-fair	25	67553,67795,67946,68279,70161,70168,72114,72392,72634,73184,73190,73683,73689,73884,74455,74745,74749,75792,76508
thérapeut	25	67802,68384,69536,71612,72115,72116,72938,73184,73435,73878,74173,75065,75459,76208
jul	25	67937,68383,70915,73683,73877,75068
gérard	25	67794,68279,68638,72113,72630,72634,72934,73182,75790
longtemp	25	67555,67558,67794,67937,68643,69539,69817,69821,70420,70421,71359,72115,72636,73683,73684,73877,73879,74457,74744,74746,74749,74752
atteint	25	67556,67940,68274,68281,68638,68640,68646,68883,69533,69539,70425,70744,71618,72117,72933,73183,73187,73189,73431,73686,74454,75065
essai	25	67555,67794,68646,70428,70745,70916,70918,71616,72115,72935,73185,73431,73684,73876,74449,75065,75458,75790,75792,75793
m	25	67068,67383,67937,68274,68883,68886,69179,70424,70919,72114,72633,73185,74450,76206,76510,76511
17	25	67390,67798,68276,68384,68387,69542,70161,70747,72395,72396,72932,72939,73185,74748,74749,75065,75069,75792,76212,76507,76515
prévis	25	67939,69177,69533,69816,70745,70914,70916,73434
--	25	67071,67940,68276,68279,68643,68882,68885,69178,69534,69541,70743,70915,70916,71360,72117,72121,72394,72631,72634,73184,73683,73689,75069,75458,75793
troisiem	25	67939,68281,68387,68389,68639,68882,69533,69535,70745,70749,71357,71359,71361,71614,71617,71842,72114,72629,72635,73432,75067,75793,76213
puissanc	25	68638,68887,69178,69814,69821,70421,70914,72119,72392,72630,72934,74168,74452,74745
12	25	67071,67555,67798,67939,68277,68279,68881,69180,70424,70914,71614,71619,72122,72395,73182,73436,73689,73881,74170,74451,74746,75065,75797
consacr	25	67937,67942,67945,68276,68885,69534,69811,70748,70749,71357,71840,72121,72932,72937,73882,74749,74751,75457,76514
huil	25	67391,67555,67558,68387,70920,74457,74749,76516
aspect	25	67554,68392,68881,69178,69534,69813,71359,71614,72118,72393,72629,72634,72938,73880,74749,74751,75064,75065,76213,76507
divers	25	67554,67556,67800,68391,69534,69538,69541,69812,69815,69816,70161,70420,70424,70425,70746,70914,71363,71616,72122,72394,75458,76511
cheval	25	71357,75065
vrai	25	67068,67386,68391,68884,69186,69813,70161,70421,71359,71614,72629,72634,73182,73184,73430,73683,73684,74169,74172,74454,74749,75458
verr	25	68280,68387,68886,69177,69819,70420,70421,71842,72400,72934
patholog	25	67798,67799,68387,69534,69813,69815,73431,73432,73435,74453,75065,75067,75459,76507,76511
natur	25	67554,67937,67938,68387,68389,68391,68887,69540,70167,70747,70919,70922,71357,71620,72119,72397,72934,73431,73432,73683,74173,74750,75463,76210
excellent	25	67068,67937,67938,68275,68387,69181,70161,70422,71361,71836,71837,72114,72121,72938,73184,73687,73876,74450,75459
quinzain	25	67794,68646,68881,69821,70422,70916,71614,71837,72114,72394,72630,73182,73684,74171,74748,74749,75063,75458,76206,76507,76508,76509
expériment	25	67385,67555,68279,68885,69179,70743,70914,71842,72113,73683,73877,74168,74176,74752,75065,75793,76207
féder	25	67553,67944,69817,70169,70170,70420,71358,72398,72634,72937,72938,73184,73689,73881,74172,74746,76211
plate-form	24	67798,67939,68277,68279,68638,68642,69177,69182,75788,75789,76514
opportun	24	69815,70166,70422,71358,71612,71619,71845,72121,72392,72637,73183,73430,73683,73691,74172,74450,74456,74745,74746,74747,75465,75795,76209
lipid	24	67800,68385,72116,72631,73184,75459
ruptur	24	67794,68273,68384,68638,68886,71357,71358,72633,72637,73438,73686,74451,75066,75464,75465,76210,76213
tard	24	67798,67937,68274,68279,68881,69177,69811,69812,70916,71614,71621,71835,72394,72629,72630,72932,73430,74450,75063,76507
fibr	24	68641,70167,70751,70921,71614,72932,72934,75067
froid	24	67557,68273,72393,74167,74752
emballag	24	67557,72634,75069,75462,75464,76514
collègu	24	67383,67937,68391,68886,69183,69184,69812,70167,72394,72630,72631,72636,72932,73182,73876,74750,75070,75459,75794
fil	24	67383,67386,67553,68276,68646,68885,69179,70167,71842,72113,72932,73432,73683,73877,75066,75789,76509,76511
conserv	24	67388,67557,67558,68273,68882,70161,70914,71842,72634,73683,73877,73881,74167,75065,75066,75458,76209,76511
bacter	24	67385,67937,68385,69183,69815,70746,71621,73432,74452,76511
2008	24	68279,68385,68389,68641,68646,68885,69537,69812,70161,70166,71841,72629,73182,73432,73434,73435,74169,74171,74454,74746,75458,76512
car	24	67937,67939,68389,69821,70161,70421,70423,70744,71621,71835,72396,73183,73432,73684,74455,75067,75458,75793,75794,75797,76206,76511
bordeau	24	67391,67801,68388,68641,68646,70422,72117,73431,73882,74176,74749,75067,75457,75793,75795
ouvr	24	67390,67391,67558,67800,68278,68886,68887,69813,70426,70923,71614,72629,73184,73430,73432,74454,74750,75071,75795,76208,76513
facteur	24	67555,67556,68886,70425,70749,70917,71357,72113,72396,73434,73683,74168,74449,74744,75064,75464,75790
perspect	24	67558,67795,67800,67804,67937,67939,68390,68887,69184,69186,69537,69540,69816,70752,70921,71363,72398,72632,73877,74174,75466,75788,76208
carri	24	67068,67383,67937,68392,69812,70161,70165,71837,71842,72394,72932,73430,73683,73684,73879,74455,75063,75459
ancien	24	68383,69536,69819,70161,70422,70424,72113,72393,72629,72630,73431,73433,73683,73875,73877,74450,75071,76213,76512
caractérist	24	67387,67388,67555,68276,69186,69539,70423,70426,70747,70919,71619,71836,72113,72114,72632,73879,74750,75461,75793,75794,76511
distanc	24	68389,68882,68883,69811,70421,70424,70425,70923,71362,71617,72934,73434,73686,74167,74170,74450,75458,76510
cart	24	67554,68885,69535,69537,69812,69813,70162,72392,73186,73684,73879,74450,75788,76208,76507
intérieur	24	67387,67941,68387,68881,69539,69817,69819,70166,70420,70421,70745,72396,72932,73880,74168,75064,75462
clé	24	67068,67383,67391,67555,67556,68274,68275,68387,70752,70914,71366,72635,73182,73684,73875,74456,74744,75793,75795
solair	24	67796,67800,68884,69179,69814,70167,70747,71836,72114,72393,72940,73185,73436,74744,75789
obtenus	24	67385,67388,67555,67801,68280,68390,69183,69184,69533,70749,70920,72397,72631,73184,73189,73436,73684,74449,74750,75794
client	24	67553,68274,68881,68885,70166,72114,72395,72629,72637,73685,73875,73878,73879,74169,74749,75461,75792,76211,76507
conduir	24	67937,68279,68390,69812,70745,71357,71362,71843,72114,72937,73186,73188,73435,74168,74749,75063,75064,75068,75069,75792,75794,76511
présenc	24	68274,68388,68638,68885,68888,69542,70162,70424,70919,71618,72936,73183,73185,73430,73875,74168,74449,74744,74746,75460,75792,76210
aquitain	24	67391,67553,68638,72117,73431,73687,74176,75067,75795,76512
défens	24	67553,67937,68279,69177,71615,71836,72937,74745,75789,76208,76511
arriv	24	67937,68881,69821,71612,71836,72118,72392,72629,72938,73187,73685,73877,74167,74170,74450,74451,74452,74453,74744,75069,75789,76507,76509
indispens	23	67383,67795,68274,68645,69183,69534,70161,70914,71842,72396,73685,73879,74167,74451,74745,75064,75792,75795
actif	23	67389,67946,70746,71360,71612,72118,72629,72634,73878,74167,74746,75065,76514
automobil	23	68274,68280,68383,68639,68642,70748,70914,71358,73685,73884,74455,75063,75066,76508
disponibl	23	67388,67557,67802,68279,68646,68881,69184,69535,70743,71363,71612,72397,72630,73684,73876,74451,74453,74745,74750,75065,75462,76508
agroparistech	23	67795,67799,68275,68389,69816,72637,73685
résist	23	67794,68280,68886,69541,69816,70163,70167,70743,70914,70922,72630,73877,74745,74750,75065,75458,75789,75792,76209,76210
chois	23	67386,67555,67796,67945,68889,70421,70744,70753,71617,72113,72393,73185,73684,73875,73876,74456,74752,75066,75071,75458,75462
retrouv	23	67068,67558,67801,68276,68389,69184,71357,71359,71835,72631,72932,72937,73189,73430,73879,75064,75457,75789,76511
polymer	23	70167,70423,71612,72634,73436,74750,75065,75067,75464,76210,76514
vu	23	67068,67554,69177,69179,70916,71363,71836,71842,72637,72933,73182,73686,73879,74450,74457,75069,75458,75788,75793,76206
lutt	23	67798,68643,69536,69813,70746,72632,73877,74449,74746,75067,75458,76510,76511
vit	23	67068,67383,67938,68881,70161,70420,70422,70923,71366,71835,72630,73430,73684,74167,74450,75069,75458
michel	23	68279,68387,68638,70914,72400,73184,73187,73878,73879,74450,74746,75461,75793,76511
commercial	23	67553,68273,68383,68392,68643,68885,69538,69811,70920,71616,71618,71840,72629,73188,73434,73878,74451,74747,75461,76206
milieu	23	67068,67554,67798,68387,68883,69821,70162,70428,70917,71358,71620,71621,72630,72934,73183,73434,73684,75457,75458,76213
océanograph	23	67944,68883,69177,69811,70916,71621,72940,73183,73434,73688,74170
né	23	68274,68275,68281,68386,68643,68881,68885,69534,69820,70917,71842,72113,72631,72937,72939,73184,73431,73432,73876,73878,73879,75793
ger	23	68643,69182,69812,69814,70421,70923,71360,71616,71838,73431,74451,74747,74751,75063,75066,75792,76507,76509,76510
précédent	23	67945,68640,68641,68883,69177,69533,69542,69815,70161,70916,72113,72118,72634,72932,73432,73683,73685,74171,74172,74451
pourquoi	23	67389,67937,67938,69178,70749,70751,71359,71612,71614,72115,72392,72396,72631,73185,73188,73430,73433,73877,74173,74752,75459,76511
ceux-c	23	67938,68390,68888,69183,69533,69814,70421,70425,70744,70745,70914,70916,71837,71843,72939,73430,73877,74749,75069,75458,75461,76208
disciplin	23	67071,67937,68386,68391,70161,70916,71359,71835,71837,72932,72939,72940,73182,73431,74751,75458,75788,75797,76208
prospect	23	67939,68638,68642,69535,70422,70914,71357,71837,72395,72398,72629,73690,74456,75458,75465,76209
févri	23	67071,69177,69179,69181,69185,69534,69538,69541,70161,70162,70916,72120,72121,72397,72932,73430,73434,73683,75071,75458,75463
fondateur	23	67071,67799,68643,69815,70166,71614,72114,73184,73185,74450,74451,74746,75063,76207,76208,76510,76511
imager	23	67068,67391,67796,68275,68391,69182,69186,69819,73189,73431,73877,74451,75067,76515
aventur	23	67068,68881,70421,71359,71835,72114,72629,72631,72634,73183,73434,73683,73875,74168,74450,76207,76509
infraroug	23	67392,67796,69186,69537,70163,70420,70424,71836,71839,76512
valeur	23	68276,69535,69540,69811,70748,70920,70921,71358,72395,72637,72933,72939,73182,73876,74169,76511
passag	23	67939,68640,68643,68881,69820,71836,72118,72635,73183,73184,73430,73683,73688,74168,75459,75462,75792,76213
100	23	67388,67941,68883,69814,70165,70167,70425,70916,70917,71836,72392,73190,73432,73688,73878,74451,75065,75789,75792,75793
parfois	23	67388,67937,68643,71835,72113,72401,72629,72630,72932,72933,72940,73431,73434,73685,75458,75460,76210,76211,76511
laser	23	68638,68641,72934,75067,75795
décis	23	67553,68276,68645,69177,70162,70166,70917,70923,72398,72629,72933,72939,73182,73684,73687,73877,74169,74751,75064,75457
congres	22	69820,70166,72116,72120,72396,72932,72937,73685,73882,74449,74456,75459,75462,76209,76509,76511,76515
modélis	22	67385,67387,67942,68645,69180,69533,70162,70914,70916,72939,73189,74453,74456,74744,74745,74751,75796
ministr	22	67068,67071,68888,69177,70914,70915,71620,71837,72393,72933,73182,74456,74746
chimiqu	22	67388,67558,67800,68388,68390,68881,70162,70167,70914,72113,72118,72632,73436,74750,75792,76206,76511,76514
apprentissag	22	67389,67555,67556,68281,68888,70164,70923,71358,73430,73876,75063,75071,75457,76206
dot	22	68273,68281,68391,69817,70420,70421,70753,72113,72633,72634,73433,73876,75063,75064,75066,75788,75791,76507,76509
localis	22	67389,68278,68279,68646,69539,70165,70743,70916,70919,70921,71616,71841,72116,72631,72938,74449,74455,75459,76507,76510
rayon	22	67390,68387,68391,68886,69539,70163,71358,73186,74450,74744,76511
univer	22	68638,70163,70421,70424,71357,71359,71835,72401,72932,73878,74169,74752,75063,76206
surveil	22	67939,67945,68883,69177,69811,69812,69813,70916,71836,71839,73877,74450,75789,76510
orbit	22	67939,67942,69177,69179,69811,71836,73434,73880
