token	freq	docs
au-delà	35	67068,67558,67937,68273,68280,68638,69538,69816,70423,70749,71357,71358,71359,71362,72117,72396,72939,73183,73184,73186,73189,73434,73683,75063,75459,75789,75792,76209,76509,76511
consider	35	67556,67794,67801,68275,68389,70421,70916,70921,71357,71619,72114,72115,72394,72400,72629,72635,72637,72932,72934,73185,73188,73433,73877,74167,74175,74457,75788,76206,76208,76213
intelligent	35	67557,67937,67940,67945,68276,68883,70166,70421,71359,71363,71617,72400,73190,74170,74456,75063,75071,75458,76509
élément	34	67386,67388,67558,67937,68388,69178,69179,69533,69819,70161,70421,70914,71620,71621,71836,72114,72629,72635,73432,73434,73438,73875,74168,74449,74451,74744,75792,76206,76210
chaîn	34	67383,67554,67557,68388,68882,69177,69178,69814,69821,70165,70745,70746,70920,71366,72393,72637,73431,73877,74749,75069
coût	34	67385,67386,67554,67801,67942,68383,68645,68881,68883,69177,71357,71614,71840,72118,72933,72934,72939,73435,73683,74451,74457,74747,75069,76207,76208,76213,76510
hôpital	34	67801,67940,68277,68384,69184,70746,71614,71841,73431,73875,74454,74746,74749,76507,76508
effet	34	67068,67387,67388,67555,67798,68387,68388,68638,68646,69816,70162,70424,70429,70751,70921,72114,72401,72629,73437,73877,74453,74744,75065,75458,75463,76213
construct	34	67798,67803,67943,68386,68638,69178,69181,70161,70915,71619,71835,72629,72634,73432,73683,73875,73883,74168,75063,76509
abord	34	67068,67392,67555,67794,67803,68274,68643,68882,70169,70170,70921,71362,71363,72113,72114,72115,72119,72120,72393,72394,72398,72937,72938,73182,73185,73684,73879,74168,74452,74746,75459,76514
about	34	67068,67383,67939,69179,70420,70749,70921,71362,71612,71835,72115,72393,72634,73185,73187,73431,73683,73876,74167,74168,74169,74172,74450,74454,74744,74751,75069,75789,76508,76511
agenc	34	67385,67386,67939,68383,68386,68642,68643,69179,69536,69811,69816,70163,70422,70426,70428,70749,72629,72938,73432,73880,74449,74748,74749,75066,75460,75463,75790,75794,76507,76513
dynam	34	67939,68393,68645,68882,68886,68887,69180,69535,69541,69813,69820,70161,70422,70745,70914,70916,71620,72116,72400,74455,75067,75458,75460
spécialis	34	67385,67796,67799,68276,68384,68640,69535,69538,70166,70923,71361,71612,71616,71621,72118,73184,73185,73187,73437,73683,73685,73687,74453,75063,75064,75065,75461,75464,75792,76508,76515
consist	34	67388,67390,67800,67802,67937,68391,68643,69813,70161,70424,70916,70918,70920,71357,72397,72630,73431,73436,73685,73875,73880,74168,74450,74750,75462,75463,75793,76211,76508
ressourc	34	67071,67387,67794,67938,67946,68278,68642,68882,69181,69535,69536,69538,70164,70423,70914,71357,71619,71621,72121,72394,72630,72632,73433,73434,73684,75458,75792
sécur	34	67794,67796,67941,67945,68274,68881,68885,70425,70744,71615,72392,73432,74456,74744,74745,74751,75069,76207,76208,76514
brevet	34	67383,67385,68273,68274,68390,69813,69815,71360,71614,71621,71835,71843,72115,72117,72630,72633,72634,72635,72938,73184,73187,73431,74167,74451,76208,76508,76511
cinq	34	67554,67555,67795,68881,69815,69816,70749,70914,70915,71358,71360,71615,71617,71836,71837,72114,72119,72394,72396,72398,72631,72637,73182,73184,73185,73186,73430,73875,76209,76507,76508,76510
auxquel	34	67068,67387,68275,68643,68882,69177,69178,69182,69539,69811,69817,70161,70166,70421,70425,70745,71357,72401,72629,72940,73432,73683,74167,74455,74748,74752,75063,75458,75788,75794,76209,76512
issu	34	67392,67554,67558,67795,67937,67939,68384,68392,68643,68881,68885,69178,69818,70162,70916,70917,70918,71359,71616,71619,72395,72400,72630,72634,72637,73437,73684,74749,75063,75068,76207
médical	34	67389,67798,67937,67940,67941,68881,69543,69815,71616,71841,72117,73431,73432,73877,74453,74454,74746,74750,75067,75458,76208,76507,76511
usag	34	68645,68882,69818,70165,70169,70920,71357,72113,72121,72399,72400,73182,73184,73876,73877,74176,74747,75063,75069,75796,75797,76514
universitair	33	67561,67795,67798,67799,67940,68387,68646,70161,70745,70923,72394,72631,72937,73877,73879,73881,74454,74752,75458,75793,76509,76513
fac	33	67071,67553,67803,68273,68275,68389,68638,68646,68882,69182,69534,69816,70161,70915,71359,72113,72392,72401,72933,72937,73431,73876,73877,74744,75065,75457,75465,75789,75792,76207
davantag	33	67389,67553,67554,67795,67797,68279,70161,70420,70422,70749,71357,71842,72115,72392,72394,72631,72933,73184,73430,73683,73684,73685,74169,76206,76209,76213
thes	33	67383,67937,69536,69812,70166,70743,70749,71612,72115,72394,72630,72932,73685,74454,75064,75459,75790,76206,76208,76512
destin	33	67388,67553,67796,67941,67943,68384,69179,69818,70165,70420,70429,70748,70753,70920,71366,71619,71840,72935,73186,73190,73435,73877,73879,74167,74450,74455,74745,75063,75064,75065,76511,76512
polit	33	67794,68275,68383,68392,68642,68645,69533,69534,69538,69813,69821,70161,70164,70914,70916,71357,71358,72113,72396,72401,72629,72939,72940,73183,74175,75796
pilot	33	67385,67799,68275,68639,68882,68883,69178,69538,69813,70162,70165,70421,70744,71362,71837,72114,72392,72634,72637,72933,74452,74746,75066,75457,75458,75789,75792
processus	33	67556,68277,68639,68887,69184,69539,70167,70426,70746,70914,70916,71361,71840,72113,72116,72117,72394,72630,73431,73432,73882,74451,74749,74750,75064,75067,75458,76210
commercialis	33	67553,67941,68273,68274,69179,69815,70920,71616,72114,72117,72118,72630,72933,72935,73684,73879,74167,74450,74451,74455,74744,76207,76208,76510,76511
décembr	33	67937,67942,67946,68393,68639,68641,68881,69177,69178,70422,70751,70914,71619,71620,71836,71839,72392,72396,72630,73182,73185,73685,74174,74176,74746,74748,75067,75068
of	33	67802,67942,67945,68386,68881,68886,69180,69184,69534,69811,69814,69819,70161,70422,70919,71614,71837,72113,72120,72393,73190,73431,73876,76207
classiqu	33	67389,67390,67554,67558,68273,68391,68881,68886,69178,70743,70747,72114,72629,72934,72938,73185,73685,73876,73879,74167,74168,76207,76210
agricol	33	67392,67794,68273,68279,68645,68882,68885,69538,69821,70745,71357,72630,72637,73685,74450,76213
pédagog	33	67795,68281,69536,70421,70923,71362,72398,72939,73431,73437,73683,73687,73876,75457,76211
complet	33	67554,67557,67798,69179,69541,69815,69818,70161,70421,70919,71359,71840,72117,72392,72630,73430,73431,73437,73683,73686,74170,74450,74745,75792,75793,75794,76207
ore	33	67553,67554,67555,68279,68389,68643,69181,70421,70429,70914,70918,70919,71618,71843,72392,72633,72634,72635,73184,73431,73876,73880,74449,74451,75063,75458,75788
15	33	67799,67801,67945,68273,68274,68387,68641,69177,69815,70169,70747,70916,71614,71840,71841,72117,72119,72392,72396,72630,73183,73188,73684,73691,73875,73879,75065,75458,75792,76508,76515
vol	33	67939,68387,68640,69177,69179,69542,70165,71617,72937,73879,74450,76510,76511
valid	33	67071,67385,67392,67554,67797,67939,68883,69178,69179,69537,69815,70914,70918,72113,72118,72634,72934,73875,74168,74449,74453,74751,75064,75067,75069,75792,75793
ambit	33	67940,68275,68278,68638,68881,71358,71615,72114,73182,73183,73430,73432,73434,73687,73691,73876,73879,74450,75068,76206
oeuvr	32	67068,68279,68383,68384,68386,69536,69538,69818,70163,70166,70914,70922,71358,71617,71835,71836,72118,72392,72395,73683,73875,74167,74175,74746,74750,75457,75789,75795
zon	32	68389,69181,69811,69819,70162,70169,70420,70916,71836,72632,73185,73684,73875,75458,75460,75461,75789
opérationnel	32	67553,67798,67939,68275,68638,68887,69178,69811,69812,69813,70162,70914,70916,71840,72114,72633,72936,73185,73434,74453,76513
chair	32	67795,67798,68388,68393,69814,70426,70748,72398,72637,73182,73883,74751,74752
possibil	32	67554,67937,68273,68275,68882,68883,69533,69536,70421,70747,70914,71357,71362,72115,72932,72933,72934,73879,74168,74452,75063,75457,75461,75464,75788,75792,76212,76510
mobil	32	67071,67386,67799,68279,69181,69184,69535,70420,70746,70916,71359,72114,72116,72400,73436,74171,74456,75792,76508,76509
signif	32	67387,67388,67555,67556,67795,67801,68278,68387,68642,69178,69181,69814,72113,72115,72933,73685,74171,74455,75065,75457,75790,75794,76206,76209,76213,76507,76510
plan	32	67071,67554,67803,67937,68273,68279,68643,69541,70162,70420,70424,70914,71619,72395,72630,72634,72635,72936,72938,73184,73430,73432,73877,74449,74748,75790,75792,75795,76206
lien	32	68280,68645,69533,70421,70425,70745,71357,72396,72632,72936,73182,73184,73430,73431,73688,73877,74449,75457,75459,75461,75790,75792,76211,76212,76514
déroul	32	67943,67944,68274,68387,68888,69177,69185,69539,69541,69543,70162,70752,70923,71835,71837,72932,72933,72937,73430,73877,74168,74452,74748,75064,75465,75466,75796,75797
rendez-vous	32	67385,67561,67946,68889,69177,69543,70751,70752,70921,72121,72630,73430,73438,73691,73875,73881,73884,74176,74748,75457,75466,75795,75796,75797,76514
sensoriel	32	67388,67555,68885,69534,70421,70425,70428,70749,73685,73877,75069,75790,75793,76206,76512
situ	32	67943,69813,70420,70424,71360,71362,71842,72632,72932,73183,73431,73436,73683,73684,73875,73876,73879,74168,74172,74455,74748,74749,74751,75063,75068,75458,75788,75789,75790,75792
mixt	32	67068,67388,67556,67944,68278,68385,68387,68639,68883,68885,69180,69184,69538,69812,70420,70743,70745,71612,71837,72630,72631,73184,73431,73683,75458,75459,75793,76514
réel	32	67385,67387,67553,67937,67939,68643,69534,69819,70161,70162,70421,70922,70923,71841,72631,73879,74751,75064,75067,75459,75791,76211,76508,76510
logiciel	32	67553,70424,70744,70914,71359,71614,71841,72939,73431,73879,74452,75788,75796,76207,76507,76508,76512,76513
pouv	32	67388,67391,67939,68390,68645,68886,68887,69537,69540,70161,70422,70745,70918,71618,71835,71842,72114,72115,72634,72934,73185,74168,74750,74752,75063,75066,75459,75463,75791,76210
ven	32	67068,67071,67795,67942,68280,68882,68883,69533,69816,69817,70162,70422,70423,70916,70921,72113,72394,72634,73690,73875,73876,73877,75458,76515
démonstr	32	67383,67554,67797,68881,69178,69179,69534,70162,70170,70426,70919,71835,72121,72937,72939,73184,73432,73884,74168,74752,75068,75071,75792,75797
forc	31	67555,67799,67938,68275,68383,68883,68886,69540,69813,70162,70914,71357,71621,71835,71840,72119,72397,72932,72937,72939,73184,73185,73683,75459,76507,76510
total	31	67555,67796,67937,68279,68387,68638,69177,69179,69181,69538,69540,69811,70161,70421,70749,70923,71621,71841,72117,72635,72939,73188,73683,74169,74450,74454,75063,75064,75793,76507
nécess	31	67071,67383,67386,67553,67794,68275,68277,68387,68638,68643,68881,68882,69814,70420,70743,70916,71357,71617,72119,72633,73432,73685,74168,74744,74745,74751,75458,76507,76509
émerg	31	67383,67938,68279,68638,68643,68882,69811,69813,70744,70921,71612,71620,71842,72114,73431,73434,73876,73880,74167,74450,74751,74752,75458,75793,76209,76213
évoqu	31	67383,67386,67561,67794,67795,67801,67939,69177,70161,71835,72630,72631,72932,73184,73877,74167,74749,75063,75462,75792,75793,76209,76213,76514,76516
vingtain	31	68274,68387,68638,69541,70161,70422,70428,70749,70916,71357,71361,71612,71614,71840,71842,72933,72939,73187,73684,73691,74168,74450,74453,74744,75068,75458,75459
ai	31	67068,67383,67937,68274,69812,69821,70161,71612,71835,72115,72394,72629,72631,72932,73185,73430,76507,76511
moteur	31	67797,67940,68646,68883,69179,69814,71617,72114,72119,72933,73430,73438,74171,74744,74745,74751,75066,75797,76210
implant	31	67385,68274,68276,68279,68885,68889,70162,70166,70426,70743,71614,71616,71840,71842,72396,72634,72933,73434,73684,73875,74167,74454,74745,75067
doit	31	67553,67795,67942,68274,69185,70161,70164,70421,70422,70425,71358,71612,72392,72399,73430,73435,73683,74167,74457,75068,75458,75462,75793,76210,76213,76511
autonom	31	67553,67797,67940,67941,68883,69538,70923,71359,71361,73185,74170,74449,74450,74746,75069,75466,75789
outr	31	67802,67939,68274,68276,68280,68392,68644,68881,69542,70161,70163,70165,70425,70914,70923,71358,71617,71836,72398,72934,73189,73190,73435,73683,74171,75457,75461,76510,76512
forum	31	67803,67804,69543,70170,70751,70752,70921,72120,72121,72122,72400,75465,75466,75796
demand	31	67794,67938,68643,68888,69183,69538,70915,71835,71836,72395,72633,72637,73182,73432,73683,73685,73877,74455,74745,75457,75458,75462,76206,76209,76507,76509,76512
valoris	31	67385,67553,67946,68273,68885,69815,70426,71362,71845,72117,72630,72634,72939,73430,73431,73433,73438,73683,73877,73878,74748,75067,76209
propr	31	67388,68273,69178,69812,69816,70422,70425,70426,70744,71359,71614,71616,71621,72392,72932,72933,72940,73182,73183,73683,73876,74455,75065,76207,76209,76509,76511
accueil	31	67940,67945,68392,68638,68888,68889,69179,69536,69542,70169,70170,71358,71362,71842,72122,72396,72633,73430,73685,73875,73883,74172,74175,74748,75464,75797
dix	31	67388,67800,67801,68385,68882,68885,69535,69811,70916,71357,71359,71614,72629,72631,72636,73683,73684,74168,74744,74745,75068,76208,76210
juin	31	67942,68646,68881,68882,69178,70164,70168,70169,70170,70915,70916,70917,70918,72937,73190,73435,73437,73684,73687,73875,74454,75065,75458,75465,75797,76513
cnrsunivers	31	67387,67391,68388,68391,69178,69183,69184,69540,69819,70425,70745,70747,70922,71612,72397,72634,72635,72939,73189,73436,73688,74173,75067,75070,75794
lead	31	67383,67940,68383,69815,70161,70920,71359,71361,71614,71839,71840,72114,72392,72633,72933,73437,73875,74167,74169,74453,74744,74745,74749,75063,75793,76211,76511
américain	31	67383,67391,67939,68274,68881,69177,69540,70163,70422,71614,71840,72114,72115,72119,72394,72629,72633,72933,73184,73876,74745,75790,76207
maîtris	31	67390,67554,68393,68885,69177,69535,69543,70163,70744,70915,71836,71839,72392,72394,72629,72633,73185,73187,73683,74168,74169,74745,74749,76209,76511,76514
mainten	31	67071,67554,68643,68881,69184,69535,70165,70422,70915,71358,71619,71840,72113,72934,73683,73687,74455,74456,74746,75064,75069,75790,76507,76510
soutien	31	67391,68277,68280,68389,68884,68888,69177,69179,69181,69182,70169,70422,71357,71614,72114,73183,73185,73186,73431,73683,73690,73878,73879,73884,74746,75461,75463,75466,75793,76516
9	31	67071,67391,67794,68387,68639,68642,68884,69177,69538,70922,72117,72392,73184,73436,73683,73880,74749,75065,75066,75069,75458,75795,76208,76213,76512
contribu	30	67388,67553,67798,67937,68276,68278,68885,69177,69179,69181,69184,69538,69814,69818,70161,70916,71363,71620,71840,72398,72401,73182,73430,73431,73880,73883,74453,74746
deven	30	68387,68638,68882,69183,69820,70161,70429,70922,71614,71835,71840,72114,72394,72934,73430,73432,73683,73687,73688,73881,74167,74168,74173,74456,74744,74746,75068,76213,76509
explique-t-il	30	67383,67553,68273,68274,68387,68881,71357,71614,71835,71837,72114,72115,72630,73185,73432,73683,73684,73875,73876,73877,74450,74745,75063,75457,75459,75462,75793,76206,76213
aller	30	67383,67939,68638,69535,70161,70423,70923,71835,71843,72392,72630,72634,72635,72932,73183,73185,73189,73430,73432,73683,73876,74167,74168,74450,74455,74749,74752
appui	30	67794,67795,68273,68274,68275,68277,68383,68638,68888,69533,69538,70161,70424,70744,71845,72629,72634,72637,73182,74167,74172,74744,75463,75792,76511,76512
rapport	30	67071,67555,68383,68389,68643,68645,69533,70421,70745,70749,70916,71615,72113,72933,72935,73182,73430,73434,74457,74746,75065,75463,75789,75797
nord	30	67794,67796,68281,68389,68642,69820,70916,71361,71366,71612,71836,71837,71840,72632,73185,73430,73684,73878,74172,74457,75463,76510
coordon	30	67071,67386,67801,68642,68882,68887,69181,69534,69812,70162,70163,70164,70428,70749,70916,70918,71359,71838,72394,72934,72938,73688,75068,75069,75789,75790,75794
enthousiasm	30	67068,67553,68638,69177,69812,70420,70422,71359,71842,72115,72394,72634,72934,73184,73185,73430,73432,73684,73685,73879,74168,74450,74451,74457,75458,75459,75788
quatr	30	67068,67071,67383,67555,67795,67941,67943,67946,68383,68639,68886,69533,69534,70162,70422,70744,71357,71362,71618,72629,73185,73683,74449,75067
laurent	30	68274,68641,68881,70161,70919,73184,74453,75457,75459
civil	30	67945,68392,69542,70164,70165,70914,71619,71836,71839,71840,72113,72633,72937,73883,74167,74450,74745
longu	30	67939,68883,69178,70916,72116,72392,72629,72631,72634,72932,73182,73683,73684,73875,74170,74173,74450,75064,75458,76511
sud	30	67794,68279,68642,69811,69821,71621,71836,71842,72396,72629,72630,72632,72933,73185,73684,73688,73875,74168,74455,74457,74752,75064
relev	30	67071,67554,67795,68280,68640,69180,69541,69814,70422,70424,70744,70919,71359,71845,72392,72634,73182,73684,74176,75458,75466,75793,76213
exploit	30	69177,69179,69186,69538,70420,70914,70915,71617,71837,72116,72397,72934,73187,73433,73879,73880,74170,74449,74456,75788,75792
découvr	30	67068,68274,68276,68283,68885,69184,69821,71612,72115,72399,72631,72939,73190,73884,74176,74452,74752,75457,75459,75464,75788,75797,76206,76209,76213
prépar	30	67388,67939,67942,68384,69179,70162,70749,71363,71838,71843,72396,72636,74167,74175,74450,74752,75069,76507,76511
lauréat	30	67383,67937,68275,68390,69181,69817,71612,71614,71835,71837,72932,72933,72938,73878,74746,74750,75066,76208,76509,76516
végétal	30	67385,67387,67388,67800,68279,68389,69537,69538,69811,70420,70423,71362,71618,71837,71845,72116,73433,74169,75069,75458,75796,76511,76516
200	30	67554,68885,68886,69812,69820,70425,70916,71612,71837,72116,72119,72392,72630,72635,72938,73184,73430,73432,74450,74452,75066,75458,75461,75789,75795
électron	30	67068,67390,67554,68280,68391,69186,69814,70165,70166,70167,70168,70423,71359,72114,72116,72119,72934,73187,73190,75070,75795,76511
japon	29	67383,67942,67943,68274,68638,69185,69811,70915,72113,72117,72392,72396,72629,73875,73880,74168,74455,74746,75064,76209
aupres	29	67383,67555,67940,68274,68275,69815,70164,70166,70422,70748,70753,70914,71616,71845,72395,72629,72634,73182,73431,73683,73685,73879,74450,74749,75458
cerveau	29	67389,67801,67802,68388,68646,68887,69539,70744,73184,73189,73879,74171,74173,74453,74752,76213
metr	29	67386,68275,68279,68389,68883,69177,69537,70163,70743,70916,70919,72392,72397,73434,73683,73688,74168,75789,75794
25	29	67557,68273,68640,69813,69815,70165,70170,71358,71612,72114,72117,72395,73182,73190,73432,73435,73684,73877,73884,74168,74450,75459,75789,75790,75793,76511,76516
afriqu	29	67794,68642,69820,69821,70916,72396,72629,72632,73185,73684,73875,75458
lign	29	67554,67802,69819,70167,70424,70923,71357,71617,71835,72114,73189,73430,73436,73437,73876,74450,74747,76509,76510
nutritionnel	29	67798,68273,68279,68387,68882,68885,69534,72116,74169,74449,74749,75069,76507,76511
sourc	29	67068,68638,68644,68881,68884,69178,69814,70745,70747,71363,71617,72115,72119,72934,73186,73188,73876,74168,74454,75070,76207,76209,76213,76514
réduir	29	67554,67557,68278,68882,69177,69178,69179,69534,71617,71836,71840,72118,72635,73182,73435,74745,75066,75790,75791,76210,76510
raison	29	67558,67795,67939,68389,68642,68882,69183,69537,69811,69821,70165,70916,70921,71617,72113,72934,73684,73685,73878,74167,74168,74169,74744,75065,75792,76210,76213,76507
revu	29	67556,67558,67802,67937,68280,68387,68388,68391,68638,68886,68887,69540,69815,70163,70167,70746,70749,71614,71837,71843,72632,72635,73184,73188,73189,75064,75463,76210
philipp	29	67802,68641,68885,70421,70916,71357,71621,72394,72631,72937,73877
âgé	29	67068,67555,67799,68645,72633,72636,74449,74453,74454,74746,74749,75063,75069,75466,76208
parven	29	67068,67071,67558,67800,68275,68644,69178,69183,69818,70161,70422,70744,70916,70921,70922,72113,73877,74168,74169,74744,74750,75065,75069,75791,75792,75794,76213,76512
lieu	29	67389,67945,68642,68881,69179,70917,70921,71358,71621,72113,72396,72932,73684,73876,74449,74450,74748,74752,75795,76510
parc	29	67794,67799,67938,68279,68383,68387,68638,68881,69821,70424,70745,71359,71360,72392,72394,72939,73185,73430,73431,73683,73877,74752,75458,76212,76213,76507,76511
situat	29	67553,68281,68383,69535,70162,70421,70916,70917,71357,71359,71366,71615,71835,71841,72113,72394,72939,73182,74167,74169,75069,75457,75792
plein	29	67068,67798,68279,68643,68885,69817,69821,70162,70166,70420,70421,70422,71357,71614,71835,72113,72116,72396,73185,73683,73684,73687,74449,74455,74748,75458,75461,76511
eux	29	67387,67389,67794,67801,68274,68881,69185,69819,70161,70163,70169,70421,70746,70749,71361,71617,71621,72117,72634,73185,73685,73875,73876,74751,75457,75462
solid	29	67068,67802,68280,68639,68643,68644,69177,69179,70166,70422,70426,72113,72119,72629,72634,72934,73683,73687,74172,74174,74454,75462,75464,75789
membr	29	67071,67941,68383,68384,68386,68393,68640,68642,68646,69179,69533,70163,70170,70753,71358,71839,72113,72932,73182,73434,73683,74746,76213,76511
class	29	67387,68383,68881,68888,69177,69814,70161,70421,70423,70914,71357,71358,71361,71614,71837,73182,73687,73878,75071,75457
viennent	29	67556,67558,67802,67940,67942,68388,68643,68886,69536,69814,70429,70746,70916,71621,71835,71838,72117,72630,72632,72934,72940,73186,73188,74450,74451,74752,75070,75458,76511
obten	29	67068,67558,67797,67799,67802,69182,69819,70167,70426,70744,70920,71362,71612,72115,72630,72933,73189,73431,73432,73436,73684,74449,74744,75070,76210,76212
atmospher	28	67557,67939,68273,68645,69811,69816,70743,70916,71617,71838,73183,73186,73434,75463
expertis	28	67946,68885,69541,70168,70743,71357,71838,72120,72392,72393,72629,72939,73184,73190,73432,73876,74749,75064,75792,76206,76208,76211
demain	28	67557,67794,67804,67938,68276,68279,68639,70914,71358,71359,71615,71617,71837,71842,72933,73876,73877,73884,74175,74176,74452,74752,75458,75797
attent	28	67388,67555,67557,68279,68281,68643,69183,69535,69821,70169,70749,70915,71363,71835,72395,72637,73876,73877,74175,74457,75063,75069,75457,76206
forêt	28	67945,68283,68389,69816,70916,71618,71837,73684,75458
pet	28	67794,67798,67801,68274,68283,68881,69179,69540,69812,70429,71359,71366,71842,72629,72633,72932,73431,73683,74450,74457
résolu	28	68275,68391,68885,69177,69537,69819,70423,70424,71836,72635,72939,73189,73434,74451,74746,75789
prototyp	28	67383,67554,67940,67941,68881,69817,70162,71359,72397,72933,73186,73187,73877,74450,74751,75789,76513
russ	28	67942,68638,68642,69177,71836,72396,73183,73431,74168,75064,76209,76511
font	28	67389,67391,67553,67937,67939,67942,68383,69533,69813,69816,70161,70165,71358,72394,73182,73183,73436,73878,74173,74745,74747,75457,75788,76209
parfait	28	67390,67558,67802,68273,68383,69177,70161,70420,70421,70916,71842,72932,73184,73436,73877,73878,74168,74172,74449,74450,74455,75063,75794,76507,76508,76511
dir	28	67383,67553,67795,67937,68881,70161,70749,71359,71837,72113,72115,73430,73431,73432,73683,73687,73877,74169,74454,74745,74749,74750,75458,76213,76508
lumi	28	67385,68638,69182,69539,69819,70163,70167,70747,72397,72934,72939,73188,73436,73688,74748,75070
réacteur	28	69178,70915,71617,72113,72392,72397,72629,74168,75064
trop	28	67555,67801,67937,68274,68643,68887,69184,69534,69821,70161,70421,71363,72396,72629,72630,72932,73183,73185,73684,73876,74167,74453,74455,75458,75792
caractéris	28	67071,67390,67556,67799,67800,67938,68643,68887,69538,69813,69814,69817,70420,71620,71841,72115,72392,73437,74171,75065,75069,75459,75794,76511,76516
polytechn	28	68638,68639,68645,69180,69819,71361,71362,72398,72633,72932,72934,73182,73188,74450,75796,76206,76208
gaz	28	67385,68278,68881,69533,69811,70162,71838,72114,73182,74745,75067,75463,76514
expérimental	28	67390,67555,67798,68388,68639,69538,69540,69820,70426,72397,72401,73434,73683,73876,73877,74744,75793
confront	28	67389,67553,67794,67938,68882,69534,70161,70421,70921,71359,71621,72396,72398,72629,73182,73683,73877,74167,74168,74173,74455,75458,76509
mathémat	28	67071,68276,69180,69820,70161,71835,72932,75063,75793
envisag	28	68280,68390,68638,68645,68882,68883,69178,69533,69535,69538,70161,70162,70423,70429,70746,70917,70918,71357,71845,73182,74170,74450,74454,74455,75459,75463,76213
ordre	28	67553,67941,68391,68638,68642,70162,70425,70747,70919,72120,72397,72934,73189,75792,75794,76508,76510
concour	28	69536,71358,71614,72394,72401,72932,73190,73438,73683,73684,73689,73878,75066,75457,75458,75459,75797,76207,76212,76509
matériau	28	68280,68644,68886,70421,70423,71612,71836,75070,75462,75464,76210
reçu	28	67937,68888,69185,69821,70169,70749,71837,72113,72636,72932,72933,73182,73186,73878,74450,74746,75063,75065,76206,76208,76509
salon	28	67553,67941,68274,69543,69817,70165,70169,70420,72120,72939,73431,73683,73687,74452,74746,74747,74748
vieil	28	67798,68277,68387,69535,71357,71360,74449,74746,74749,75063,75465,76213,76515
cliniqu	28	67798,67940,68277,68646,70918,71360,71616,72116,72935,72938,73184,73435,73686,74169,74454,75065,75461,75793
mouss	27	67558,74752,75794
phénomen	27	67558,67939,67942,68639,69820,70421,70426,70746,70916,71836,72932,73188,73683,73877,74168,74453,74457,74745,74752,75070,76507
néanmoin	27	67555,67558,68281,68646,68883,68887,69540,69817,70429,70745,70915,71359,71621,71842,72116,72634,72932,72934,73182,73185,73684,73877,74167,74747,75792,76511
vision	27	67561,67794,67945,68383,68388,68638,68642,68886,70161,70162,70164,70421,70749,70751,71360,71617,73430,73434,73876,75793,76211
pos	27	67794,67798,67937,68275,68279,68383,68882,69821,70425,70919,71359,71614,72114,72630,72632,72940,73182,73683,74752,75457,76206,76213
scénario	27	67794,69533,69535,70162,70916,71357
femm	27	68387,69184,70422,71612,71835,72636,72932,72935,74449,75458,75788
novembr	27	67555,67794,67944,68277,68278,68280,68384,68391,68638,68882,70916,71363,71837,72113,72396,74175,74449,74452,74454,74748
tendanc	27	67794,67938,68274,68383,69533,71619,71835,72120,72629,73185,73877,74167,74752,75065,75458,76209,76213
dron	27	70165,73877,74450,75066,75788,75789
succes	27	67554,67802,67945,68640,69177,69179,70163,70917,70919,71359,71616,71837,71840,72117,72118,72629,72633,73431,73435,74175,75066,75458
sall	27	68281,68881,69534,69535,69814,70162,70746,71842,72392,73876,75064,75790
grenobl	27	67387,67554,67796,67800,68391,68640,68881,69186,69539,69816,69819,70165,71363,72392,72400,73683,73878,74174,74453,75466,75789
18	27	67799,67804,68280,68384,69541,70162,70163,70428,70749,70752,70918,70923,71361,71841,72629,72933,72935,73431,73438,73690,73878,74452
facil	27	67553,67937,68280,68281,68387,68390,69178,70425,70747,70923,71357,72115,72401,72932,73182,73189,73683,73685,74168,74746,74750,75069,75462,76507,76511
énerget	27	67385,67386,67554,67557,68276,68385,68638,68642,68644,68882,68883,72631,72940,73182,75458,75463,75792,75795,75796
milliard	27	67071,67794,68383,69538,69540,69811,69813,69815,70424,70914,71360,71366,71840,72114,72392,72934,73878,73879,74746,75795,76213
bord	27	67939,68383,68640,68644,68645,68883,69177,69179,69542,69811,70165,70424,70917,71836,72634,72933,73183,73190,73434,73683,73684,74751,76508
mod	27	67388,68275,68389,68644,68645,70162,70164,70751,71835,72116,72394,72396,72637,72933,73430,73683,73876,74167,74450,75064,75068,75788,75793,76516
enjeux	27	67071,67388,67938,68275,68283,68383,68882,69535,70752,70914,71619,71620,71621,72398,72399,72938,73183,74175,74176,74457,76208
affair	27	68274,68276,68885,70166,70170,70749,70751,71361,71840,72633,73875,73878,73884,74746,75795,75797,76508,76512
50	27	67944,68279,68281,68383,68385,68386,70166,70743,70923,71359,71615,71836,71840,72116,72396,72633,73188,73434,73684,73875,74167,74168,74749
réflexion	27	67388,68383,68638,68642,68882,69179,69541,70429,71357,71359,72113,72398,72637,72932,73182,73876,74169,74752,75462,76209,76213
cuisin	26	70920,71359,74749,74752,75063,76516
nanometr	26	67558,68391,68881,70167,70423,70747,72116,72119,72397,72635,72934,74451,75065
problémat	26	67553,67803,68280,68383,69178,69541,69820,70161,70170,70751,71357,71362,72120,72398,72938,73183,74746,74749,75064,75464,76212
pourront	26	67554,67939,67943,68645,69178,69181,69535,69536,69817,70163,70165,70923,71359,72395,72400,72939,73186,73188,75464
avaient	26	67801,68389,68640,69184,69533,69537,69539,70162,70167,70169,71357,71840,71842,71843,72634,72932,73184,73185,73431,75458,75463
